r,u,v
2,0x200040b0,0xecc20888
2,0x200040b0,0xf7780888
2,0x200040b0,0xfdd20888
2,0x200040d0,0x12230888
2,0x200040d0,0x18890888
2,0x200040d0,0x1eef0888
2,0x200040d0,0x2ffd0888
2,0x200040d0,0x32210888
2,0x200040d0,0x35560888
2,0x200040d0,0x3ffc0888
2,0x200040d0,0x42260888
2,0x200040d0,0x45510888
2,0x200040d0,0x47730888
2,0x200040d0,0x4aae0888
2,0x200040d0,0x50050888
2,0x200040d0,0x55500888
2,0x200040d0,0x57720888
2,0x200040d0,0x5aaf0888
2,0x200040d0,0x5cc90888
2,0x200040d0,0x62240888
2,0x200040d0,0x64420888
2,0x200040d0,0x65530888
2,0x200040d0,0x6aac0888
2,0x200040d0,0x6ddb0888
2,0x200040d0,0x6ff90888
2,0x200040d0,0x72250888
2,0x200040d0,0x7dda0888
2,0x200040d0,0x7ee90888
2,0x200040d0,0x922b0888
2,0x200040d0,0x944d0888
2,0x200040d0,0x955c0888
2,0x200040d0,0x977e0888
2,0x200040d0,0x98810888
2,0x200040d0,0xaff50888
2,0x200040d0,0xb55e0888
2,0x200040d0,0xb66d0888
2,0x200040d0,0xbaa10888
2,0x200040d0,0xd00d0888
2,0x200040d0,0xd66b0888
2,0x200040d0,0xdaa70888
2,0x200040d0,0xe55b0888
2,0x200040d0,0xe6680888
2,0x200040d0,0xe7790888
2,0x200040d0,0xedd30888
2,0x200040d0,0xeff10888
2,0x200040d0,0xf22d0888
2,0x200040d0,0xfdd20888
2,0x200040d0,0xfee10888
2,0x200040e0,0x19980888
2,0x200040e0,0x1ffe0888
2,0x200040e0,0x23310888
2,0x200040e0,0x26640888
2,0x200040e0,0x2aa80888
2,0x200040e0,0x2eec0888
2,0x200040e0,0x32210888
2,0x200040e0,0x3aa90888
2,0x200040e0,0x3dde0888
2,0x200040e0,0x599c0888
2,0x200040e0,0x5ffa0888
2,0x200040e0,0x73340888
2,0x200040e0,0x7bbc0888
2,0x200040e0,0x7ccb0888
2,0x200040e0,0x8bb30888
2,0x200040e0,0x8cc40888
2,0x200040e0,0x966f0888
2,0x200040e0,0x98810888
2,0x200040e0,0xa11b0888
2,0x200040e0,0xa2280888
2,0x200040e0,0xa3390888
2,0x200040e0,0xa44e0888
2,0x200040e0,0xa9930888
2,0x200040e0,0xacc60888
2,0x200040e0,0xb00b0888
2,0x200040e0,0xb2290888
2,0x200040e0,0xb3380888
2,0x200040e0,0xb44f0888
2,0x200040e0,0xbaa10888
2,0x200040e0,0xbbb00888
2,0x200040e0,0xbcc70888
2,0x200040e0,0xbff40888
2,0x200040e0,0xc22e0888
2,0x200040e0,0xcdd10888
2,0x200040e0,0xd66b0888
2,0x200040e0,0xd8850888
2,0x200040e0,0xf33c0888
2,0x200040e0,0xf9960888
2,0x200040e0,0xfbb40888
2,0x200040e0,0xfee10888
2,0x20004700,0x05156ee8
2,0x20004700,0x07174eea
2,0x20004700,0x07176cca
2,0x20004700,0x0818955c
2,0x20004700,0x0818d11c
2,0x20004700,0x0c1c9118
2,0x20004700,0x0c1cd558
2,0x20004b00,0x0212c448
2,0x20004b00,0x0717c448
2,0x20004b00,0x0919844c
2,0x20004b00,0x0919c00c
2,0x20004b00,0x0a1ac448
2,0x20004b00,0x0d1d3447
2,0x20004b00,0x0d1d6442
2,0x20004b00,0x0d1d8008
2,0x20004b00,0x0d1db44f
2,0x20004b00,0x0d1dc33f
2,0x20004b00,0x0d1dc66a
2,0x20004b00,0x0d1dcbb7
2,0x20004b00,0x0d1dcee2
2,0x20004b00,0x0d1de44a
2,0x20004b00,0x0f1fc448
2,0x20004d00,0x05154662
2,0x20004d00,0x05154773
2,0x20004d00,0x05154eea
2,0x20004d00,0x05154ffb
2,0x20004d00,0x05156cca
2,0x20004d00,0x05157ccb
2,0x20004d00,0x0515ecc2
2,0x20004d00,0x0515fcc3
2,0x20004d00,0x06164cc8
2,0x20004d00,0x07174cc8
2,0x20004d00,0x07176ee8
2,0x20004d00,0x0e1e4cc8
2,0x20004d00,0x0f1f4cc8
2,0x20004d00,0x0f1fe668
2,0x20004e00,0x02123bb8
2,0x20004e00,0x03132220
2,0x20004e00,0x0313aaa0
2,0x20004e00,0x06167ff8
2,0x20004e00,0x0a1ab338
2,0x20004e00,0x0b1b2aa8
2,0x20004e00,0x0b1ba228
2,0x20004e00,0x0e1ef778
2,0x20005000,0x02220888
2,0x20005000,0x03330888
2,0x20005000,0x04440888
2,0x20005000,0x05550888
2,0x20005000,0x0aaa0888
2,0x20005000,0x0bbb0888
2,0x20005000,0x0ccc0888
2,0x20005000,0x0ddd0888
2,0x20005003,0x00551889
2,0x20005003,0x0055388b
2,0x20005003,0x0055588d
2,0x20005003,0x0155488c
2,0x20005003,0x0255688e
2,0x20005003,0x0355688e
2,0x20005003,0x0355788f
2,0x20005003,0x0355b883
2,0x20005003,0x0355d885
2,0x20005003,0x0355f887
2,0x20005003,0x04551889
2,0x20005003,0x0455588d
2,0x20005003,0x0455e886
2,0x20005003,0x0655288a
2,0x20005003,0x0655388b
2,0x20005003,0x0655588d
2,0x20005003,0x06559881
2,0x20005003,0x0655a882
2,0x20005003,0x0655b883
2,0x20005003,0x0655c884
2,0x20005003,0x0755388b
2,0x20005003,0x0755b883
2,0x20005003,0x0755c884
2,0x20005003,0x0855688e
2,0x20005003,0x08559881
2,0x20005003,0x0855d885
2,0x20005003,0x0955288a
2,0x20005003,0x0955388b
2,0x20005003,0x09558880
2,0x20005003,0x0955c884
2,0x20005003,0x0a55688e
2,0x20005003,0x0a55e886
2,0x20005003,0x0b551889
2,0x20005003,0x0b55f887
2,0x20005003,0x0c55388b
2,0x20005003,0x0c559881
2,0x20005003,0x0c55d885
2,0x20005003,0x0d558880
2,0x20005003,0x0d55c884
2,0x20005003,0x0e55288a
2,0x20005003,0x0e55388b
2,0x20005003,0x0e55688e
2,0x20005003,0x0f55388b
2,0x20005005,0x00551889
2,0x20005005,0x0055688e
2,0x20005005,0x0055788f
2,0x20005005,0x0055b883
2,0x20005005,0x0055f887
2,0x20005005,0x0155488c
2,0x20005005,0x0155788f
2,0x20005005,0x0155e886
2,0x20005005,0x0155f887
2,0x20005005,0x0255488c
2,0x20005005,0x0255588d
2,0x20005005,0x0355588d
2,0x20005005,0x0455388b
2,0x20005005,0x0455588d
2,0x20005005,0x0455e886
2,0x20005005,0x06551889
2,0x20005005,0x0655288a
2,0x20005005,0x0755388b
2,0x20005005,0x0855d885
2,0x20005005,0x09558880
2,0x20005005,0x0a55488c
2,0x20005005,0x0a55588d
2,0x20005005,0x0b551889
2,0x20005005,0x0b55488c
2,0x20005005,0x0b559881
2,0x20005005,0x0c559881
2,0x20005005,0x0c55e886
2,0x20005005,0x0d558880
2,0x20005005,0x0d55c884
2,0x20005005,0x0e55588d
2,0x20005005,0x0e55a882
2,0x20005005,0x0f55b883
2,0x20005006,0x00551889
2,0x20005006,0x0055588d
2,0x20005006,0x00559881
2,0x20005006,0x0055e886
2,0x20005006,0x0155488c
2,0x20005006,0x0155e886
2,0x20005006,0x0255d885
2,0x20005006,0x0355388b
2,0x20005006,0x04551889
2,0x20005006,0x0455388b
2,0x20005006,0x0455588d
2,0x20005006,0x0455d885
2,0x20005006,0x06551889
2,0x20005006,0x0655688e
2,0x20005006,0x06559881
2,0x20005006,0x0655c884
2,0x20005006,0x0655d885
2,0x20005006,0x0655e886
2,0x20005006,0x07559881
2,0x20005006,0x0755d885
2,0x20005006,0x08551889
2,0x20005006,0x0855288a
2,0x20005006,0x0855388b
2,0x20005006,0x0855788f
2,0x20005006,0x0855a882
2,0x20005006,0x0855d885
2,0x20005006,0x0855f887
2,0x20005006,0x0955388b
2,0x20005006,0x0955c884
2,0x20005006,0x0a55d885
2,0x20005006,0x0b55388b
2,0x20005006,0x0b55488c
2,0x20005006,0x0b55588d
2,0x20005006,0x0b559881
2,0x20005006,0x0b55b883
2,0x20005006,0x0b55e886
2,0x20005006,0x0c55288a
2,0x20005006,0x0c55388b
2,0x20005006,0x0c55588d
2,0x20005006,0x0c559881
2,0x20005006,0x0c55a882
2,0x20005006,0x0c55b883
2,0x20005006,0x0c55e886
2,0x20005006,0x0e559881
2,0x20005006,0x0e55e886
2,0x20005006,0x0f559881
2,0x20005006,0x0f55d885
2,0x20005009,0x00551889
2,0x20005009,0x0055488c
2,0x20005009,0x00559881
2,0x20005009,0x01551889
2,0x20005009,0x0155488c
2,0x20005009,0x0155588d
2,0x20005009,0x0155688e
2,0x20005009,0x0155788f
2,0x20005009,0x01559881
2,0x20005009,0x0155d885
2,0x20005009,0x0155f887
2,0x20005009,0x0255488c
2,0x20005009,0x03551889
2,0x20005009,0x0355488c
2,0x20005009,0x03559881
2,0x20005009,0x0455488c
2,0x20005009,0x0455588d
2,0x20005009,0x0455688e
2,0x20005009,0x0455d885
2,0x20005009,0x0655288a
2,0x20005009,0x0655a882
2,0x20005009,0x0755388b
2,0x20005009,0x0755b883
2,0x20005009,0x08551889
2,0x20005009,0x0855488c
2,0x20005009,0x08559881
2,0x20005009,0x0955c884
2,0x20005009,0x0a55488c
2,0x20005009,0x0b55e886
2,0x20005009,0x0c55488c
2,0x20005009,0x0c55588d
2,0x20005009,0x0c55688e
2,0x20005009,0x0c55d885
2,0x20005009,0x0e55288a
2,0x20005009,0x0e55a882
2,0x20005009,0x0f55388b
2,0x20005009,0x0f55b883
2,0x2000500a,0x0055288a
2,0x2000500a,0x0055388b
2,0x2000500a,0x0055788f
2,0x2000500a,0x0155488c
2,0x2000500a,0x0155688e
2,0x2000500a,0x0255288a
2,0x2000500a,0x0255588d
2,0x2000500a,0x0255688e
2,0x2000500a,0x0255788f
2,0x2000500a,0x0255f887
2,0x2000500a,0x03551889
2,0x2000500a,0x0355388b
2,0x2000500a,0x0355488c
2,0x2000500a,0x0355788f
2,0x2000500a,0x0355b883
2,0x2000500a,0x0355d885
2,0x2000500a,0x0455288a
2,0x2000500a,0x0455688e
2,0x2000500a,0x0455b883
2,0x2000500a,0x0655588d
2,0x2000500a,0x0655688e
2,0x2000500a,0x0655e886
2,0x2000500a,0x07551889
2,0x2000500a,0x0755288a
2,0x2000500a,0x0755588d
2,0x2000500a,0x0755788f
2,0x2000500a,0x0755a882
2,0x2000500a,0x0755f887
2,0x2000500a,0x0855688e
2,0x2000500a,0x08559881
2,0x2000500a,0x0955c884
2,0x2000500a,0x0a55288a
2,0x2000500a,0x0a55788f
2,0x2000500a,0x0a558880
2,0x2000500a,0x0a559881
2,0x2000500a,0x0a55a882
2,0x2000500a,0x0b55388b
2,0x2000500a,0x0c55d885
2,0x2000500a,0x0c55f887
2,0x2000500a,0x0d558880
2,0x2000500a,0x0d55f887
2,0x2000500a,0x0e551889
2,0x2000500a,0x0e55688e
2,0x2000500a,0x0f55288a
2,0x2000500a,0x0f55a882
2,0x2000500a,0x0f55f887
2,0x2000500c,0x0255288a
2,0x2000500c,0x0255a882
2,0x2000500c,0x0255f887
2,0x2000500c,0x0655388b
2,0x2000500c,0x0655b883
2,0x2000500c,0x0755788f
2,0x2000500c,0x0755a882
2,0x2000500c,0x0755b883
2,0x2000500c,0x0755f887
2,0x2000500c,0x0955b883
2,0x2000500c,0x0955c884
2,0x2000500c,0x0a55288a
2,0x2000500c,0x0a55788f
2,0x2000500c,0x0a558880
2,0x2000500c,0x0a55a882
2,0x2000500c,0x0a55f887
2,0x2000500c,0x0d558880
2,0x2000500c,0x0d55f887
2,0x2000500c,0x0e55288a
2,0x2000500c,0x0e55388b
2,0x2000500c,0x0e55a882
2,0x2000500c,0x0e55b883
2,0x2000500c,0x0e55c884
2,0x2000500c,0x0f55288a
2,0x2000500c,0x0f55788f
2,0x2000500c,0x0f55b883
2,0x2000500c,0x0f55f887
2,0x20005030,0x10010888
2,0x20005030,0x14450888
2,0x20005030,0x18890888
2,0x20005030,0x1ccd0888
2,0x20005030,0x26640888
2,0x20005030,0x299b0888
2,0x20005030,0x31120888
2,0x20005030,0x388b0888
2,0x20005030,0x399a0888
2,0x20005030,0x3ccf0888
2,0x20005030,0x41150888
2,0x20005030,0x488c0888
2,0x20005030,0x54410888
2,0x20005030,0x599c0888
2,0x20005030,0x62240888
2,0x20005030,0x63350888
2,0x20005030,0x688e0888
2,0x20005030,0x6bbd0888
2,0x20005030,0x6ff90888
2,0x20005030,0x73340888
2,0x20005030,0x74430888
2,0x20005030,0x7ccb0888
2,0x20005030,0x833b0888
2,0x20005030,0x877f0888
2,0x20005030,0x944d0888
2,0x20005030,0x98810888
2,0x20005030,0x99900888
2,0x20005030,0x9cc50888
2,0x20005030,0xa66c0888
2,0x20005030,0xabb10888
2,0x20005030,0xaff50888
2,0x20005030,0xb3380888
2,0x20005030,0xb66d0888
2,0x20005030,0xb77c0888
2,0x20005030,0xc9950888
2,0x20005030,0xcdd10888
2,0x20005030,0xd11c0888
2,0x20005030,0xd33e0888
2,0x20005030,0xd8850888
2,0x20005030,0xd9940888
2,0x20005030,0xdcc10888
2,0x20005030,0xe33d0888
2,0x20005030,0xe9970888
2,0x20005030,0xedd30888
2,0x20005030,0xf00f0888
2,0x20005030,0xf33c0888
2,0x20005030,0xfbb40888
2,0x20005030,0xfff00888
2,0x20005050,0x10010888
2,0x20005050,0x16670888
2,0x20005050,0x1aab0888
2,0x20005050,0x1bba0888
2,0x20005050,0x26640888
2,0x20005050,0x37740888
2,0x20005050,0x3dde0888
2,0x20005050,0x42260888
2,0x20005050,0x4bbf0888
2,0x20005050,0x54410888
2,0x20005050,0x5aaf0888
2,0x20005050,0x5cc90888
2,0x20005050,0x5eeb0888
2,0x20005050,0x60060888
2,0x20005050,0x70070888
2,0x20005050,0x8bb30888
2,0x20005050,0x8ff70888
2,0x20005050,0x9bb20888
2,0x20005050,0x9cc50888
2,0x20005050,0xa66c0888
2,0x20005050,0xb00b0888
2,0x20005050,0xcdd10888
2,0x20005050,0xe11f0888
2,0x20005050,0xe44a0888
2,0x20005050,0xeaa40888
2,0x20005050,0xebb50888
2,0x20005050,0xeff10888
2,0x20005050,0xf00f0888
2,0x20005050,0xf11e0888
2,0x20005060,0x10010888
2,0x20005060,0x11100888
2,0x20005060,0x14450888
2,0x20005060,0x19980888
2,0x20005060,0x1ccd0888
2,0x20005060,0x299b0888
2,0x20005060,0x33300888
2,0x20005060,0x34470888
2,0x20005060,0x388b0888
2,0x20005060,0x399a0888
2,0x20005060,0x3bb80888
2,0x20005060,0x3ccf0888
2,0x20005060,0x41150888
2,0x20005060,0x42260888
2,0x20005060,0x50050888
2,0x20005060,0x51140888
2,0x20005060,0x54410888
2,0x20005060,0x5cc90888
2,0x20005060,0x699f0888
2,0x20005060,0x788f0888
2,0x20005060,0x944d0888
2,0x20005060,0x955c0888
2,0x20005060,0x99900888
2,0x20005060,0x9aa30888
2,0x20005060,0x9cc50888
2,0x20005060,0x9dd40888
2,0x20005060,0x9ee70888
2,0x20005060,0xa9930888
2,0x20005060,0xc9950888
2,0x20005060,0xd4490888
2,0x20005060,0xd66b0888
2,0x20005060,0xd77a0888
2,0x20005060,0xd8850888
2,0x20005060,0xdaa70888
2,0x20005060,0xdcc10888
2,0x20005060,0xdff20888
2,0x20005060,0xe11f0888
2,0x20005060,0xe22c0888
2,0x20005060,0xe55b0888
2,0x20005060,0xe9970888
2,0x20005060,0xedd30888
2,0x20005060,0xf8870888
2,0x20005090,0x17760888
2,0x20005090,0x19980888
2,0x20005090,0x1ffe0888
2,0x20005090,0x26640888
2,0x20005090,0x2eec0888
2,0x20005090,0x30030888
2,0x20005090,0x31120888
2,0x20005090,0x399a0888
2,0x20005090,0x40040888
2,0x20005090,0x41150888
2,0x20005090,0x42260888
2,0x20005090,0x43370888
2,0x20005090,0x44400888
2,0x20005090,0x488c0888
2,0x20005090,0x4aae0888
2,0x20005090,0x4cc80888
2,0x20005090,0x50050888
2,0x20005090,0x54410888
2,0x20005090,0x5cc90888
2,0x20005090,0x61170888
2,0x20005090,0x688e0888
2,0x20005090,0x699f0888
2,0x20005090,0x6aac0888
2,0x20005090,0x788f0888
2,0x20005090,0x90090888
2,0x20005090,0x91180888
2,0x20005090,0x98810888
2,0x20005090,0xa66c0888
2,0x20005090,0xaee40888
2,0x20005090,0xb66d0888
2,0x20005090,0xb8830888
2,0x20005090,0xbee50888
2,0x20005090,0xc9950888
2,0x20005090,0xd00d0888
2,0x20005090,0xd4490888
2,0x20005090,0xdcc10888
2,0x20005090,0xe00e0888
2,0x20005090,0xe22c0888
2,0x20005090,0xebb50888
2,0x20005090,0xf8870888
2,0x200050a0,0x15540888
2,0x200050a0,0x1eef0888
2,0x200050a0,0x23310888
2,0x200050a0,0x25570888
2,0x200050a0,0x27750888
2,0x200050a0,0x2bb90888
2,0x200050a0,0x2ffd0888
2,0x200050a0,0x33300888
2,0x200050a0,0x388b0888
2,0x200050a0,0x3bb80888
2,0x200050a0,0x41150888
2,0x200050a0,0x42260888
2,0x200050a0,0x50050888
2,0x200050a0,0x51140888
2,0x200050a0,0x61170888
2,0x200050a0,0x62240888
2,0x200050a0,0x6ddb0888
2,0x200050a0,0x6ee80888
2,0x200050a0,0x6ff90888
2,0x200050a0,0x70070888
2,0x200050a0,0x74430888
2,0x200050a0,0x75520888
2,0x200050a0,0x77700888
2,0x200050a0,0x7bbc0888
2,0x200050a0,0x7ccb0888
2,0x200050a0,0x7dda0888
2,0x200050a0,0x8aa20888
2,0x200050a0,0x8dd50888
2,0x200050a0,0x91180888
2,0x200050a0,0x98810888
2,0x200050a0,0x9cc50888
2,0x200050a0,0xa3390888
2,0x200050a0,0xa77d0888
2,0x200050a0,0xaaa00888
2,0x200050a0,0xabb10888
2,0x200050a0,0xaff50888
2,0x200050a0,0xb3380888
2,0x200050a0,0xbbb00888
2,0x200050a0,0xc9950888
2,0x200050a0,0xdcc10888
2,0x200050a0,0xddd00888
2,0x200050a0,0xe33d0888
2,0x200050a0,0xf22d0888
2,0x200050a0,0xf7780888
2,0x200050a0,0xfcc30888
2,0x200050a0,0xfdd20888
2,0x200050a0,0xfff00888
2,0x200050c0,0x22200888
2,0x200050c0,0x26640888
2,0x200050c0,0x288a0888
2,0x200050c0,0x299b0888
2,0x200050c0,0x2cce0888
2,0x200050c0,0x2ddf0888
2,0x200050c0,0x2ffd0888
2,0x200050c0,0x36650888
2,0x200050c0,0x3eed0888
2,0x200050c0,0x77700888
2,0x200050c0,0x7aad0888
2,0x200050c0,0x7ff80888
2,0x200050c0,0x8aa20888
2,0x200050c0,0x8dd50888
2,0x200050c0,0xa00a0888
2,0x200050c0,0xa2280888
2,0x200050c0,0xa44e0888
2,0x200050c0,0xa66c0888
2,0x200050c0,0xa77d0888
2,0x200050c0,0xa9930888
2,0x200050c0,0xadd70888
2,0x200050c0,0xb11a0888
2,0x200050c0,0xb66d0888
2,0x200050c0,0xc9950888
2,0x200050c0,0xcee20888
2,0x200050c0,0xf33c0888
2,0x200050c0,0xf55a0888
2,0x200050c0,0xf7780888
2,0x200050c0,0xfbb40888
2,0x200050c0,0xfff00888
2,0x20005300,0x01514cc8
2,0x20005300,0x01516ee8
2,0x20005300,0x03534eea
2,0x20005300,0x03536cca
2,0x20005300,0x0959c448
2,0x20005500,0x00501998
2,0x20005500,0x00505dd8
2,0x20005500,0x0151e668
2,0x20005500,0x04541ddc
2,0x20005500,0x0454599c
2,0x20005500,0x0b5b4662
2,0x20005500,0x0b5becc2
2,0x20005600,0x0858955c
2,0x20005600,0x0858d11c
2,0x20005600,0x0c5c9118
2,0x20005600,0x0c5cd558
2,0x20005900,0x01513ccf
2,0x20005900,0x01514337
2,0x20005900,0x01514662
2,0x20005900,0x01514bbf
2,0x20005900,0x01514eea
2,0x20005900,0x01516cca
2,0x20005900,0x0151bcc7
2,0x20005900,0x0151ecc2
2,0x20005900,0x03534cc8
2,0x20005900,0x03536ee8
2,0x20005900,0x06564cc8
2,0x20005900,0x0b5b4cc8
2,0x20005900,0x0b5be668
2,0x20005900,0x0e5e4cc8
2,0x20005a00,0x02522ffd
2,0x20005a00,0x02527225
2,0x20005a00,0x02527aad
2,0x20005a00,0x0252aff5
2,0x20005a00,0x07577ff8
2,0x20005a00,0x0757f778
2,0x20005a00,0x0a5a2775
2,0x20005a00,0x0a5aa77d
2,0x20005a00,0x0a5af22d
2,0x20005a00,0x0a5afaa5
2,0x20005a00,0x0f5f7ff8
2,0x20005a00,0x0f5ff778
2,0x20005c00,0x02527ff8
2,0x20005c00,0x06563bb8
2,0x20005c00,0x07572aa8
2,0x20005c00,0x0757a228
2,0x20005c00,0x0a5af778
2,0x20005c00,0x0e5eb338
2,0x20005c00,0x0f5f2220
2,0x20005c00,0x0f5faaa0
2,0x20006000,0x01110888
2,0x20006000,0x03330888
2,0x20006000,0x04440888
2,0x20006000,0x06660888
2,0x20006000,0x09990888
2,0x20006000,0x0bbb0888
2,0x20006000,0x0ccc0888
2,0x20006000,0x0eee0888
2,0x20006003,0x0099388b
2,0x20006003,0x00999881
2,0x20006003,0x0099d885
2,0x20006003,0x01998880
2,0x20006003,0x0199c884
2,0x20006003,0x0299288a
2,0x20006003,0x0299388b
2,0x20006003,0x0299688e
2,0x20006003,0x0399388b
2,0x20006003,0x0499688e
2,0x20006003,0x04999881
2,0x20006003,0x0499d885
2,0x20006003,0x0599288a
2,0x20006003,0x0599388b
2,0x20006003,0x05998880
2,0x20006003,0x0599c884
2,0x20006003,0x0699688e
2,0x20006003,0x0699e886
2,0x20006003,0x07991889
2,0x20006003,0x0799f887
2,0x20006003,0x08991889
2,0x20006003,0x0899588d
2,0x20006003,0x0899e886
2,0x20006003,0x0a99288a
2,0x20006003,0x0a99388b
2,0x20006003,0x0a99588d
2,0x20006003,0x0a999881
2,0x20006003,0x0a99a882
2,0x20006003,0x0a99b883
2,0x20006003,0x0a99c884
2,0x20006003,0x0b99388b
2,0x20006003,0x0b99b883
2,0x20006003,0x0b99c884
2,0x20006003,0x0c991889
2,0x20006003,0x0c99388b
2,0x20006003,0x0c99588d
2,0x20006003,0x0d99488c
2,0x20006003,0x0e99688e
2,0x20006003,0x0f99688e
2,0x20006003,0x0f99788f
2,0x20006003,0x0f99b883
2,0x20006003,0x0f99d885
2,0x20006003,0x0f99f887
2,0x20006005,0x00999881
2,0x20006005,0x0099e886
2,0x20006005,0x01998880
2,0x20006005,0x0199c884
2,0x20006005,0x0299588d
2,0x20006005,0x0299a882
2,0x20006005,0x0399b883
2,0x20006005,0x0499d885
2,0x20006005,0x05998880
2,0x20006005,0x0699488c
2,0x20006005,0x0699588d
2,0x20006005,0x07991889
2,0x20006005,0x0799488c
2,0x20006005,0x07999881
2,0x20006005,0x0899388b
2,0x20006005,0x0899588d
2,0x20006005,0x0899e886
2,0x20006005,0x0a991889
2,0x20006005,0x0a99288a
2,0x20006005,0x0b99388b
2,0x20006005,0x0c991889
2,0x20006005,0x0c99688e
2,0x20006005,0x0c99788f
2,0x20006005,0x0c99b883
2,0x20006005,0x0c99f887
2,0x20006005,0x0d99488c
2,0x20006005,0x0d99788f
2,0x20006005,0x0d99e886
2,0x20006005,0x0d99f887
2,0x20006005,0x0e99488c
2,0x20006005,0x0e99588d
2,0x20006005,0x0f99588d
2,0x20006006,0x0099288a
2,0x20006006,0x0099388b
2,0x20006006,0x0099588d
2,0x20006006,0x00999881
2,0x20006006,0x0099a882
2,0x20006006,0x0099b883
2,0x20006006,0x0099e886
2,0x20006006,0x02999881
2,0x20006006,0x0299e886
2,0x20006006,0x03999881
2,0x20006006,0x0399d885
2,0x20006006,0x04991889
2,0x20006006,0x0499288a
2,0x20006006,0x0499388b
2,0x20006006,0x0499788f
2,0x20006006,0x0499a882
2,0x20006006,0x0499d885
2,0x20006006,0x0499f887
2,0x20006006,0x0599388b
2,0x20006006,0x0599c884
2,0x20006006,0x0699d885
2,0x20006006,0x0799388b
2,0x20006006,0x0799488c
2,0x20006006,0x0799588d
2,0x20006006,0x07999881
2,0x20006006,0x0799b883
2,0x20006006,0x0799e886
2,0x20006006,0x08991889
2,0x20006006,0x0899388b
2,0x20006006,0x0899588d
2,0x20006006,0x0899d885
2,0x20006006,0x0a991889
2,0x20006006,0x0a99688e
2,0x20006006,0x0a999881
2,0x20006006,0x0a99c884
2,0x20006006,0x0a99d885
2,0x20006006,0x0a99e886
2,0x20006006,0x0b999881
2,0x20006006,0x0b99d885
2,0x20006006,0x0c991889
2,0x20006006,0x0c99588d
2,0x20006006,0x0c999881
2,0x20006006,0x0c99e886
2,0x20006006,0x0d99488c
2,0x20006006,0x0d99e886
2,0x20006006,0x0e99d885
2,0x20006006,0x0f99388b
2,0x20006009,0x0099488c
2,0x20006009,0x0099588d
2,0x20006009,0x0099688e
2,0x20006009,0x0099d885
2,0x20006009,0x0299288a
2,0x20006009,0x0299a882
2,0x20006009,0x0399388b
2,0x20006009,0x0399b883
2,0x20006009,0x04991889
2,0x20006009,0x0499488c
2,0x20006009,0x04999881
2,0x20006009,0x0599c884
2,0x20006009,0x0699488c
2,0x20006009,0x0799e886
2,0x20006009,0x0899488c
2,0x20006009,0x0899588d
2,0x20006009,0x0899688e
2,0x20006009,0x0899d885
2,0x20006009,0x0a99288a
2,0x20006009,0x0a99a882
2,0x20006009,0x0b99388b
2,0x20006009,0x0b99b883
2,0x20006009,0x0c991889
2,0x20006009,0x0c99488c
2,0x20006009,0x0c999881
2,0x20006009,0x0d991889
2,0x20006009,0x0d99488c
2,0x20006009,0x0d99588d
2,0x20006009,0x0d99688e
2,0x20006009,0x0d99788f
2,0x20006009,0x0d999881
2,0x20006009,0x0d99d885
2,0x20006009,0x0d99f887
2,0x20006009,0x0e99488c
2,0x20006009,0x0f991889
2,0x20006009,0x0f99488c
2,0x20006009,0x0f999881
2,0x2000600a,0x0099d885
2,0x2000600a,0x0099f887
2,0x2000600a,0x01998880
2,0x2000600a,0x0199f887
2,0x2000600a,0x02991889
2,0x2000600a,0x0299688e
2,0x2000600a,0x0399288a
2,0x2000600a,0x0399a882
2,0x2000600a,0x0399f887
2,0x2000600a,0x0499688e
2,0x2000600a,0x04999881
2,0x2000600a,0x0599c884
2,0x2000600a,0x0699288a
2,0x2000600a,0x0699788f
2,0x2000600a,0x06998880
2,0x2000600a,0x06999881
2,0x2000600a,0x0699a882
2,0x2000600a,0x0799388b
2,0x2000600a,0x0899288a
2,0x2000600a,0x0899688e
2,0x2000600a,0x0899b883
2,0x2000600a,0x0a99588d
2,0x2000600a,0x0a99688e
2,0x2000600a,0x0a99e886
2,0x2000600a,0x0b991889
2,0x2000600a,0x0b99288a
2,0x2000600a,0x0b99588d
2,0x2000600a,0x0b99788f
2,0x2000600a,0x0b99a882
2,0x2000600a,0x0b99f887
2,0x2000600a,0x0c99288a
2,0x2000600a,0x0c99388b
2,0x2000600a,0x0c99788f
2,0x2000600a,0x0d99488c
2,0x2000600a,0x0d99688e
2,0x2000600a,0x0e99288a
2,0x2000600a,0x0e99588d
2,0x2000600a,0x0e99688e
2,0x2000600a,0x0e99788f
2,0x2000600a,0x0e99f887
2,0x2000600a,0x0f991889
2,0x2000600a,0x0f99388b
2,0x2000600a,0x0f99488c
2,0x2000600a,0x0f99788f
2,0x2000600a,0x0f99b883
2,0x2000600a,0x0f99d885
2,0x2000600c,0x01998880
2,0x2000600c,0x0199f887
2,0x2000600c,0x0299288a
2,0x2000600c,0x0299388b
2,0x2000600c,0x0299a882
2,0x2000600c,0x0299b883
2,0x2000600c,0x0299c884
2,0x2000600c,0x0399288a
2,0x2000600c,0x0399788f
2,0x2000600c,0x0399b883
2,0x2000600c,0x0399f887
2,0x2000600c,0x0599b883
2,0x2000600c,0x0599c884
2,0x2000600c,0x0699288a
2,0x2000600c,0x0699788f
2,0x2000600c,0x06998880
2,0x2000600c,0x0699a882
2,0x2000600c,0x0699f887
